Order ID , Order Item ID , Order YearMonth , Order Year , Order Month , Order Day ,Order Time,Order Quantity,Product Department,Product Category,Product Name, Customer ID ,Customer Market,Customer Region,Customer Country,Warehouse Country,Shipment Year,Shipment Month,Shipment Day,Shipment Mode, Shipment Days - Scheduled , Gross Sales , Discount % , Profit ,date,date_order,date_ship,Temps de traitements Commande-Livraison (Jours)
61531,153874,201706,2017,6,17,04:41,2,Footwear,Cardio Equipment,Nike Men's Free 5.0+ Running Shoe,9317,LATAM,South America,Brazil,USA,2017,6,19,Standard Class,4,200,0.18,245,17/06/2017,17/06/2017,19/06/2017,2
61533,153878,201706,2017,6,17,05:24,1,Golf,Shop By Sport,Nike Men's Kobe IX Elite Low Basketball Shoe,1911,LATAM,South America,Brazil,USA,2017,6,21,Standard Class,4,200,0.13,70,17/06/2017,17/06/2017,21/06/2017,4
61535,153881,201605,2016,5,18,18:23,3,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,9569,LATAM,South America,Brazil,USA,2016,5,20,Standard Class,4,150,0.04,125,18/05/2016,18/05/2016,20/05/2016,2
61536,153883,201706,2017,6,17,06:27,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,8123,LATAM,South America,Brazil,USA,2017,6,19,Standard Class,4,130,0.02,65,17/06/2017,17/06/2017,19/06/2017,2
61538,153888,201706,2017,6,17,07:09,1,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,6214,LATAM,South America,Brazil,Puerto Rico,2017,6,21,Second Class,2,50,0.02,125,17/06/2017,17/06/2017,21/06/2017,4
61545,153895,201601,2016,1,19,02:26,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,6293,LATAM,South America,Brazil,USA,2016,1,25,Standard Class,4,400,0.04,200,19/01/2016,19/01/2016,25/01/2016,6
61546,153902,201706,2017,6,17,09:57,4,Outdoors,Golf Shoes,LIJA Women's Argyle Golf Polo,8745,LATAM,South America,Brazil,USA,2017,6,19,Standard Class,4,320,0.25,134,17/06/2017,17/06/2017,19/06/2017,2
61548,153903,201601,2016,1,20,21:11,2,Golf,Shop By Sport,Under Armour Girls' Toddler Spine Surge Runni,11960,LATAM,South America,Brazil,USA,2016,1,21,Second Class,2,80,0.09,97,20/01/2016,20/01/2016,21/01/2016,1
61551,153909,201601,2016,1,6,15:35,3,Golf,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,11352,LATAM,South America,Brazil,Puerto Rico,2016,1,9,Second Class,2,150,0.15,125,06/01/2016,06/01/2016,09/01/2016,3
61553,153914,201706,2017,6,16,23:47,1,Footwear,Cardio Equipment,Nike Men's Free 5.0+ Running Shoe,8823,LATAM,South America,Brazil,USA,2017,6,19,First Class,1,100,0.09,245,16/06/2017,16/06/2017,19/06/2017,3
61556,153920,201706,2017,6,17,13:27,5,Footwear,Boxing & MMA,Nike Women's Free 5.0 TR FIT PRT 4 Training S,3070,LATAM,South America,Brazil,Puerto Rico,2017,6,19,First Class,1,475,0.2,214,17/06/2017,17/06/2017,19/06/2017,2
61558,153926,201602,2016,2,20,06:57,1,Fan Shop,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,568,LATAM,South America,Brazil,Puerto Rico,2016,2,26,Standard Class,4,300,0.1,150,20/02/2016,20/02/2016,26/02/2016,6
61563,153935,201706,2017,6,17,15:54,5,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,126,LATAM,South America,Brazil,USA,2017,6,21,Standard Class,4,250,0.17,125,17/06/2017,17/06/2017,21/06/2017,4
61565,153937,201706,2017,6,17,16:36,3,Golf,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,8061,LATAM,South America,Brazil,USA,2017,6,23,Standard Class,4,150,0.1,125,17/06/2017,17/06/2017,23/06/2017,6
61566,153940,201508,2015,8,26,21:33,1,Fan Shop,Water Sports,Pelican Sunstream 100 Kayak,11557,LATAM,South America,Brazil,Puerto Rico,2015,8,30,Standard Class,4,200,0.05,100,26/08/2015,26/08/2015,30/08/2015,4
61568,153946,201709,2017,9,2,01:15,4,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,9300,LATAM,South America,Brazil,USA,2017,9,4,Same Day,3,200,0.09,125,02/09/2017,02/09/2017,04/09/2017,2
61571,153952,201606,2016,6,15,08:11,1,Footwear,Cardio Equipment,Nike Men's Free 5.0+ Running Shoe,12134,LATAM,South America,Brazil,Puerto Rico,2016,6,21,Second Class,2,100,0.06,245,15/06/2016,15/06/2016,21/06/2016,6
61573,153960,201602,2016,2,8,22:44,3,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,6283,LATAM,South America,Brazil,USA,2016,2,12,Second Class,2,150,0.01,125,08/02/2016,08/02/2016,12/02/2016,4
61575,153965,201601,2016,1,20,18:22,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,11825,LATAM,South America,Brazil,USA,2016,1,25,Standard Class,4,400,0.2,200,20/01/2016,20/01/2016,25/01/2016,5
61576,153969,201607,2016,7,4,14:59,1,Fan Shop,Water Sports,Pelican Sunstream 100 Kayak,838,LATAM,South America,Brazil,USA,2016,7,6,Standard Class,4,200,0.04,100,04/07/2016,04/07/2016,06/07/2016,2
61578,153972,201603,2016,3,21,02:42,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,9365,LATAM,South America,Brazil,USA,2016,3,25,Standard Class,4,130,0.12,65,21/03/2016,21/03/2016,25/03/2016,4
61581,153985,201706,2017,6,17,22:13,4,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,8422,LATAM,South America,Brazil,Puerto Rico,2017,6,19,Standard Class,4,200,0.07,125,17/06/2017,17/06/2017,19/06/2017,2
61583,153991,201706,2017,6,17,22:55,1,Fan Shop,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,8926,LATAM,South America,Brazil,Puerto Rico,2017,6,21,Standard Class,4,300,0.02,150,17/06/2017,17/06/2017,21/06/2017,4
61585,154000,201706,2017,6,17,23:37,3,Golf,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,4168,Europe,Northern Europe,United Kingdom,USA,2017,6,23,Standard Class,4,150,0.09,125,17/06/2017,17/06/2017,23/06/2017,6
61588,154003,201604,2016,4,6,21:36,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,3390,Europe,Northern Europe,United Kingdom,Puerto Rico,2016,4,10,Standard Class,4,400,0.15,200,06/04/2016,06/04/2016,10/04/2016,4
61591,154013,201706,2017,6,18,01:43,1,Fan Shop,Water Sports,Pelican Sunstream 100 Kayak,12157,Europe,Northern Europe,United Kingdom,USA,2017,6,20,Standard Class,4,200,0.2,100,18/06/2017,18/06/2017,20/06/2017,2
61593,154015,201706,2017,6,18,02:25,3,Footwear,Cardio Equipment,Nike Men's Free 5.0+ Running Shoe,11019,Europe,Northern Europe,United Kingdom,Puerto Rico,2017,6,22,Standard Class,4,300,0.05,245,18/06/2017,18/06/2017,22/06/2017,4
61596,154017,201706,2017,6,18,03:28,1,Outdoors,Kids' Golf Clubs,Mio ALPHA Heart Rate Monitor/Sport Watch,1408,Europe,Western Europe,France,USA,2017,6,20,Standard Class,4,199,0.02,96,18/06/2017,18/06/2017,20/06/2017,2
61598,154024,201706,2017,6,18,04:10,2,Apparel,Cleats,Perfect Fitness Perfect Rip Deck,10538,Europe,Western Europe,France,Puerto Rico,2017,6,22,Standard Class,4,120,0.06,147,18/06/2017,18/06/2017,22/06/2017,4
61601,154036,201706,2017,6,18,05:13,2,Golf,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,6596,Europe,Western Europe,France,Puerto Rico,2017,6,20,Standard Class,4,100,0.18,125,18/06/2017,18/06/2017,20/06/2017,2
61603,154042,201702,2017,2,2,05:03,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,10496,Europe,Western Europe,Germany,USA,2017,2,7,First Class,1,400,0.13,200,02/02/2017,02/02/2017,07/02/2017,5
61605,154045,201706,2017,6,18,06:37,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,8062,Europe,Western Europe,France,Puerto Rico,2017,6,24,Standard Class,4,130,0.02,65,18/06/2017,18/06/2017,24/06/2017,6
61606,154046,201706,2017,6,18,06:58,1,Fan Shop,Water Sports,Pelican Sunstream 100 Kayak,780,Europe,Western Europe,Germany,Puerto Rico,2017,6,20,Standard Class,4,200,0.17,100,18/06/2017,18/06/2017,20/06/2017,2
61608,154048,201706,2017,6,18,07:40,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,2828,Europe,Southern Europe,Italy,USA,2017,6,22,Standard Class,4,130,0.01,65,18/06/2017,18/06/2017,22/06/2017,4
61611,154055,201706,2017,6,18,08:43,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,124,Europe,Western Europe,Germany,Puerto Rico,2017,6,20,Standard Class,4,400,0.1,200,18/06/2017,18/06/2017,20/06/2017,2
61613,154059,201706,2017,6,18,09:25,5,Golf,Shop By Sport,Under Armour Girls' Toddler Spine Surge Runni,1578,Europe,Western Europe,Germany,USA,2017,6,22,Standard Class,4,200,0.13,97,18/06/2017,18/06/2017,22/06/2017,4
61615,154062,201706,2017,6,18,10:07,1,Fan Shop,Water Sports,Pelican Sunstream 100 Kayak,5540,Europe,Western Europe,Germany,Puerto Rico,2017,6,24,Standard Class,4,200,0.15,100,18/06/2017,18/06/2017,24/06/2017,6
61616,154064,201611,2016,11,19,20:45,1,Golf,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,2690,Europe,Southern Europe,Spain,USA,2016,11,21,Standard Class,4,50,0.07,125,19/11/2016,19/11/2016,21/11/2016,2
61618,154068,201706,2017,6,18,11:10,1,Fan Shop,Water Sports,Pelican Sunstream 100 Kayak,7219,Europe,Northern Europe,United Kingdom,USA,2017,6,22,Standard Class,4,200,0.12,100,18/06/2017,18/06/2017,22/06/2017,4
61621,154076,201706,2017,6,18,12:13,1,Fan Shop,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,3721,Europe,Western Europe,France,USA,2017,6,20,First Class,1,300,0.15,150,18/06/2017,18/06/2017,20/06/2017,2
61623,154083,201507,2015,7,19,06:12,1,Fan Shop,Water Sports,Pelican Sunstream 100 Kayak,9252,Europe,Western Europe,Germany,USA,2015,7,21,First Class,1,200,0.1,100,19/07/2015,19/07/2015,21/07/2015,2
61631,154101,201706,2017,6,18,15:44,2,Footwear,Cardio Equipment,Nike Men's Free 5.0+ Running Shoe,7273,Europe,Western Europe,France,Puerto Rico,2017,6,20,Standard Class,4,200,0.13,245,18/06/2017,18/06/2017,20/06/2017,2
61633,154107,201706,2017,6,18,16:26,1,Outdoors,Women's Golf Clubs,Cleveland Golf Collegiate My Custom Wedge 588,8400,Europe,Western Europe,France,USA,2017,6,22,Standard Class,4,210,0.12,97,18/06/2017,18/06/2017,22/06/2017,4
61636,154112,201506,2015,6,26,06:45,1,Fan Shop,Water Sports,Pelican Sunstream 100 Kayak,8908,Europe,Northern Europe,United Kingdom,Puerto Rico,2015,6,29,Same Day,3,200,0.06,100,26/06/2015,26/06/2015,29/06/2015,3
61638,154118,201706,2017,6,18,18:11,4,Apparel,Cleats,Perfect Fitness Perfect Rip Deck,2590,Europe,Western Europe,France,Puerto Rico,2017,6,20,First Class,1,240,0.25,147,18/06/2017,18/06/2017,20/06/2017,2
61643,154128,201706,2017,6,18,19:56,3,Footwear,Cardio Equipment,Nike Men's Free 5.0+ Running Shoe,1817,Europe,Southern Europe,Spain,USA,2017,6,20,First Class,1,300,0.02,245,18/06/2017,18/06/2017,20/06/2017,2
61645,154131,201706,2017,6,18,20:38,1,Apparel,Cleats,Perfect Fitness Perfect Rip Deck,10813,Europe,Southern Europe,Italy,Puerto Rico,2017,6,24,Standard Class,4,60,0.02,147,18/06/2017,18/06/2017,24/06/2017,6
61651,154135,201706,2017,6,18,22:44,4,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,5816,Europe,Western Europe,Germany,USA,2017,6,20,Second Class,2,200,0.04,125,18/06/2017,18/06/2017,20/06/2017,2
61653,154140,201506,2015,6,29,23:44,1,Fan Shop,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,265,Europe,Northern Europe,United Kingdom,USA,2015,7,1,Standard Class,4,300,0.09,150,29/06/2015,29/06/2015,01/07/2015,2
61656,154144,201706,2017,6,19,00:29,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,1946,Europe,Northern Europe,United Kingdom,Puerto Rico,2017,6,21,Standard Class,4,130,0.1,65,19/06/2017,19/06/2017,21/06/2017,2
61658,154147,201706,2017,6,19,01:11,5,Golf,Shop By Sport,Under Armour Girls' Toddler Spine Surge Runni,8551,Europe,Western Europe,France,USA,2017,6,23,Standard Class,4,200,0.12,97,19/06/2017,19/06/2017,23/06/2017,4
61661,154157,201706,2017,6,19,02:14,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,8473,Europe,Western Europe,Austria,Puerto Rico,2017,6,21,Standard Class,4,130,0.07,65,19/06/2017,19/06/2017,21/06/2017,2
61665,154167,201702,2017,2,15,08:01,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,10452,Europe,Northern Europe,United Kingdom,USA,2017,2,19,Standard Class,4,130,0.06,65,15/02/2017,15/02/2017,19/02/2017,4
61666,154169,201706,2017,6,19,03:59,1,Fan Shop,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,4834,Europe,Northern Europe,United Kingdom,USA,2017,6,21,Standard Class,4,300,0.05,150,19/06/2017,19/06/2017,21/06/2017,2
61671,154180,201706,2017,6,19,05:44,3,Footwear,Cardio Equipment,Nike Men's Free 5.0+ Running Shoe,11428,Europe,Northern Europe,United Kingdom,USA,2017,6,21,Standard Class,4,300,0.01,245,19/06/2017,19/06/2017,21/06/2017,2
61673,154185,201706,2017,6,19,06:26,2,Apparel,Cleats,Perfect Fitness Perfect Rip Deck,5292,Europe,Northern Europe,United Kingdom,Puerto Rico,2017,6,23,Standard Class,4,120,0.04,147,19/06/2017,19/06/2017,23/06/2017,4
61675,154188,201706,2017,6,19,07:08,5,Golf,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,9930,Europe,Northern Europe,United Kingdom,USA,2017,6,25,Standard Class,4,250,0.25,125,19/06/2017,19/06/2017,25/06/2017,6
61678,154202,201703,2017,3,18,22:31,1,Fan Shop,Water Sports,Pelican Sunstream 100 Kayak,2780,Europe,Northern Europe,United Kingdom,USA,2017,3,20,First Class,1,200,0.25,100,18/03/2017,18/03/2017,20/03/2017,2
61681,154211,201706,2017,6,19,09:15,4,Golf,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,1812,Europe,Northern Europe,United Kingdom,USA,2017,6,21,Second Class,2,200,0.17,125,19/06/2017,19/06/2017,21/06/2017,2
61683,154218,201706,2017,6,19,09:57,5,Footwear,Cardio Equipment,Nike Men's Free 5.0+ Running Shoe,7,Europe,Northern Europe,United Kingdom,Puerto Rico,2017,6,23,Standard Class,4,500,0.25,245,19/06/2017,19/06/2017,23/06/2017,4
61685,154223,201601,2016,1,13,16:27,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,3547,Europe,Southern Europe,Spain,USA,2017,10,1,Standard Class,4,130,0.2,65,13/01/2016,13/01/2016,01/10/2017,627
61686,154226,201501,2015,1,16,16:58,1,Footwear,Cardio Equipment,Nike Men's Free 5.0+ Running Shoe,7054,Europe,Southern Europe,Spain,Puerto Rico,2015,1,19,Second Class,2,100,0.02,245,16/01/2015,16/01/2015,19/01/2015,3
61688,154230,201610,2016,10,15,09:25,4,Golf,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,12018,Europe,Western Europe,France,Puerto Rico,2016,10,17,Second Class,2,200,0.16,125,15/10/2016,15/10/2016,17/10/2016,2
61691,154236,201706,2017,6,19,12:45,2,Golf,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,8032,Europe,Western Europe,France,Puerto Rico,2017,6,21,Second Class,2,100,0.12,125,19/06/2017,19/06/2017,21/06/2017,2
61693,154244,201705,2017,5,29,12:57,2,Fitness,Soccer,Elevation Training Mask 2.0,7752,Europe,Southern Europe,Spain,USA,2017,6,2,Standard Class,4,160,0.05,160,29/05/2017,29/05/2017,02/06/2017,4
61695,154248,201706,2017,6,19,14:09,2,Apparel,Cleats,Perfect Fitness Perfect Rip Deck,3401,Europe,Western Europe,France,Puerto Rico,2017,7,22,Standard Class,4,120,  -  ,147,19/06/2017,19/06/2017,22/07/2017,33
61696,154251,201706,2017,6,19,14:30,1,Fan Shop,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,8903,Europe,Western Europe,France,USA,2017,6,21,Standard Class,4,300,0.2,150,19/06/2017,19/06/2017,21/06/2017,2
61698,154256,201706,2017,6,19,15:12,3,Apparel,Cleats,Perfect Fitness Perfect Rip Deck,1479,Europe,Western Europe,Germany,Puerto Rico,2017,6,23,Standard Class,4,180,0.16,147,19/06/2017,19/06/2017,23/06/2017,4
61801,154486,201508,2015,8,9,11:36,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,8308,Europe,Southern Europe,Spain,USA,2015,8,15,Standard Class,4,130,0.17,65,09/08/2015,09/08/2015,15/08/2015,6
61805,154494,201705,2017,5,21,22:25,5,Golf,Shop By Sport,Under Armour Girls' Toddler Spine Surge Runni,3268,Europe,Western Europe,France,USA,2017,5,23,First Class,1,200,0.06,97,21/05/2017,21/05/2017,23/05/2017,2
61806,154496,201706,2017,6,21,05:02,4,Golf,Shop By Sport,Under Armour Girls' Toddler Spine Surge Runni,1131,Europe,Western Europe,France,USA,2017,6,23,First Class,1,160,0.01,97,21/06/2017,21/06/2017,23/06/2017,2
61808,154502,201706,2017,6,21,05:44,1,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,4754,Europe,Western Europe,France,USA,2017,6,23,First Class,1,50,0.09,125,21/06/2017,21/06/2017,23/06/2017,2
61811,154511,201706,2017,6,21,06:47,3,Golf,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,11136,Europe,Western Europe,Germany,USA,2017,6,23,Standard Class,4,150,0.1,125,21/06/2017,21/06/2017,23/06/2017,2
61813,154521,201509,2015,9,20,14:41,4,Golf,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,1612,Europe,Southern Europe,Italy,USA,2015,9,22,Standard Class,4,200,0.04,125,20/09/2015,20/09/2015,22/09/2015,2
61815,154527,201706,2017,6,21,08:11,1,Golf,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,1206,Europe,Southern Europe,Spain,Puerto Rico,2017,6,27,Standard Class,4,50,0.13,125,21/06/2017,21/06/2017,27/06/2017,6
61818,154533,201706,2017,6,21,09:14,2,Footwear,Cardio Equipment,Nike Men's Free 5.0+ Running Shoe,12373,Europe,Northern Europe,United Kingdom,USA,2017,9,2,Standard Class,4,200,0.02,245,21/06/2017,21/06/2017,02/09/2017,73
61821,154541,201602,2016,2,20,07:39,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,11095,Europe,Northern Europe,United Kingdom,USA,2016,2,23,Standard Class,4,400,0.17,200,20/02/2016,20/02/2016,23/02/2016,3
61823,154542,201608,2016,8,17,19:50,3,Apparel,Cleats,Perfect Fitness Perfect Rip Deck,3303,Europe,Western Europe,France,Puerto Rico,2016,8,22,Standard Class,4,180,0.06,147,17/08/2016,17/08/2016,22/08/2016,5
61825,154550,201509,2015,9,12,19:57,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,2129,Europe,Western Europe,France,USA,2015,9,16,Standard Class,4,130,0.04,65,12/09/2015,12/09/2015,16/09/2015,4
61826,154553,201706,2017,6,21,12:03,4,Apparel,Cleats,Perfect Fitness Perfect Rip Deck,8115,Europe,Western Europe,France,USA,2017,6,23,Standard Class,4,240,0.01,147,21/06/2017,21/06/2017,23/06/2017,2
61831,154561,201508,2015,8,10,16:19,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,2652,Europe,Western Europe,Germany,Puerto Rico,2015,8,13,Standard Class,4,130,0.03,65,10/08/2015,10/08/2015,13/08/2015,3
61835,154569,201504,2015,4,27,10:20,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,6568,Europe,Western Europe,France,USA,2015,4,30,Standard Class,4,130,  -  ,65,27/04/2015,27/04/2015,30/04/2015,3
61836,154570,201707,2017,7,21,17:36,4,Golf,Shop By Sport,Under Armour Girls' Toddler Spine Surge Runni,11425,Europe,Western Europe,France,USA,2017,7,24,Standard Class,4,160,  -  ,97,21/07/2017,21/07/2017,24/07/2017,3
61838,154575,201605,2016,5,12,22:57,1,Footwear,Cardio Equipment,Nike Men's Free 5.0+ Running Shoe,80,Europe,Western Europe,France,Puerto Rico,2016,5,16,Standard Class,4,100,  -  ,245,12/05/2016,12/05/2016,16/05/2016,4
61841,154589,201706,2017,6,21,17:18,4,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,67,Europe,Western Europe,Germany,USA,2017,6,23,Standard Class,4,200,0.15,125,21/06/2017,21/06/2017,23/06/2017,2
61843,154594,201706,2017,6,21,18:00,1,Fan Shop,Water Sports,Pelican Sunstream 100 Kayak,9830,Europe,Western Europe,Germany,Puerto Rico,2017,8,6,Standard Class,4,200,0.16,100,21/06/2017,21/06/2017,06/08/2017,46
61845,154598,201701,2017,1,28,17:51,2,Golf,Shop By Sport,Under Armour Girls' Toddler Spine Surge Runni,3785,Europe,Western Europe,Germany,USA,2017,2,1,Standard Class,4,80,  -  ,97,28/01/2017,28/01/2017,01/02/2017,4
61846,154602,201607,2016,7,10,19:53,1,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,2068,Europe,Western Europe,Germany,USA,2016,7,12,Standard Class,4,50,0.05,125,10/07/2016,10/07/2016,12/07/2016,2
61848,154608,201706,2017,6,21,19:45,1,Fan Shop,Water Sports,Pelican Sunstream 100 Kayak,6397,Europe,Western Europe,France,USA,2017,6,25,Standard Class,4,200,0.13,100,21/06/2017,21/06/2017,25/06/2017,4
61851,154614,201706,2017,6,21,20:48,1,Outdoors,Kids' Golf Clubs,Mio ALPHA Heart Rate Monitor/Sport Watch,10124,Europe,Southern Europe,Spain,USA,2017,6,23,Standard Class,4,199,0.01,96,21/06/2017,21/06/2017,23/06/2017,2
61853,154616,201709,2017,9,20,14:54,3,Golf,Shop By Sport,Under Armour Girls' Toddler Spine Surge Runni,4682,Europe,Southern Europe,Spain,Puerto Rico,2017,9,24,Standard Class,4,120,0.09,97,20/09/2017,20/09/2017,24/09/2017,4
61855,154617,201702,2017,2,7,03:07,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,9557,Europe,Western Europe,Germany,USA,2017,2,9,Standard Class,4,400,0.07,200,07/02/2017,07/02/2017,09/02/2017,2
61856,154621,201706,2017,6,21,22:33,5,Apparel,Cleats,Perfect Fitness Perfect Rip Deck,10309,Europe,Western Europe,France,USA,2017,6,23,First Class,1,300,0.16,147,21/06/2017,21/06/2017,23/06/2017,2
61858,154626,201706,2017,6,21,23:15,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,10844,Europe,Western Europe,France,USA,2017,6,23,First Class,1,400,0.04,200,21/06/2017,21/06/2017,23/06/2017,2
61861,154635,201510,2015,10,21,12:01,3,Footwear,Cardio Equipment,Nike Men's Free 5.0+ Running Shoe,11101,Europe,Northern Europe,United Kingdom,USA,2015,10,24,Second Class,2,300,0.13,245,21/10/2015,21/10/2015,24/10/2015,3
61863,154638,201706,2017,6,22,01:00,1,Fan Shop,Water Sports,Pelican Sunstream 100 Kayak,5482,Europe,Western Europe,France,Puerto Rico,2017,6,24,First Class,1,200,0.1,100,22/06/2017,22/06/2017,24/06/2017,2
61865,154644,201507,2015,7,4,21:27,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,11137,Europe,Western Europe,France,Puerto Rico,2015,7,7,Second Class,2,130,0.12,65,04/07/2015,04/07/2015,07/07/2015,3
61866,154648,201511,2015,11,24,18:17,1,Footwear,Strength Training,Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,7920,Europe,Western Europe,France,USA,2015,11,26,Second Class,2,189,0.16,85,24/11/2015,24/11/2015,26/11/2015,2
61871,154661,201506,2015,6,6,14:50,1,Fan Shop,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,5392,Europe,Western Europe,France,Puerto Rico,2015,11,4,Standard Class,4,300,0.12,150,06/06/2015,06/06/2015,04/11/2015,151
61873,154669,201509,2015,9,4,08:45,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,5704,Europe,Western Europe,Germany,USA,2015,9,8,Same Day,3,130,0.09,65,04/09/2015,04/09/2015,08/09/2015,4
61875,154672,201706,2017,6,22,05:13,5,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,4904,Europe,Western Europe,France,USA,2017,6,22,Same Day,3,250,0.02,125,22/06/2017,22/06/2017,22/06/2017,0
61878,154680,201601,2016,1,11,22:46,1,Golf,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,6954,Europe,Western Europe,Germany,USA,2016,1,17,Second Class,2,50,0.12,125,11/01/2016,11/01/2016,17/01/2016,6
61883,154686,201503,2015,3,22,05:50,3,Apparel,Cleats,Perfect Fitness Perfect Rip Deck,4823,Europe,Western Europe,Germany,USA,2015,3,26,Standard Class,4,180,0.02,147,22/03/2015,22/03/2015,26/03/2015,4
61886,154690,201706,2017,6,22,09:04,3,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,94,Europe,Northern Europe,United Kingdom,Puerto Rico,2017,6,24,Second Class,2,150,0.03,125,22/06/2017,22/06/2017,24/06/2017,2
61888,154697,201706,2017,6,22,09:46,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,5687,Europe,Northern Europe,United Kingdom,USA,2017,6,26,Standard Class,4,130,0.05,65,22/06/2017,22/06/2017,26/06/2017,4
61891,154704,201706,2017,6,22,10:49,1,Outdoors,Golf Gloves,Bag Boy M330 Push Cart,12085,Europe,Southern Europe,Italy,Puerto Rico,2017,6,24,Standard Class,4,80,0.25,188,22/06/2017,22/06/2017,24/06/2017,2
61893,154712,201512,2015,12,26,18:14,1,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,7863,Europe,Southern Europe,Spain,USA,2015,12,28,Standard Class,4,50,0.01,125,26/12/2015,26/12/2015,28/12/2015,2
61895,154718,201504,2015,4,18,08:05,3,Golf,Shop By Sport,Under Armour Girls' Toddler Spine Surge Runni,6862,Europe,Western Europe,Germany,USA,2015,4,23,Same Day,3,120,0.06,97,18/04/2015,18/04/2015,23/04/2015,5
61896,154723,201706,2017,6,22,12:34,5,Golf,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,10062,Europe,Western Europe,Germany,USA,2017,6,23,Same Day,3,250,0.05,125,22/06/2017,22/06/2017,23/06/2017,1
61898,154729,201706,2017,6,22,13:16,4,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,10152,Europe,Western Europe,Germany,USA,2017,6,24,First Class,1,200,0.09,125,22/06/2017,22/06/2017,24/06/2017,2
